id,title,description,availability,condition,price,sale_price,link,image_link,additional_image_link,brand,item_group_id,google_product_category,product_type,color,size,gender,age_group,material,pattern,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
205,Witte zomerjurk tetra,"Korte witte zomerjurk in zachte, ademende tetrastof. Effen, elegant en heerlijk comfortabel op de warmere dagen.",in stock,new,44.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/witte-zomerjurk-tetra-103?attribute_values=9,https://www.lou-marie.be/web/image/product.product/205/image_1920?unique=08f62a0,https://www.lou-marie.be/web/image/product.image/118/image_1920?unique=3374d7f,Lou-Marie,,Apparel & Accessories > Clothing > Dresses,Jurken,wit,one size,female,adult,,,,tot 25,Jurken,aanbieding,
60,Zwart short tweed & glitter (S),"Perfect te combineren met een blouse of top voor een stijlvolle look, zowel casual als chic. Leuk te combineren met onze blouse met luipaardprint en ruches.",in stock,new,39.95 EUR,32.00 EUR,https://www.lou-marie.be/nl/shop/zwart-short-tweed-glitter-11?attribute_values=1,https://www.lou-marie.be/web/image/product.product/60/image_1920?unique=3ab93a4,,Lou-Marie,11,Apparel & Accessories > Clothing > Shorts,"Broeken, shorts en rokken",zwart,S,female,adult,tweed,luipaardprint,ads,25 tot 40,"Broeken, shorts en rokken",aanbieding,
61,Zwart short tweed & glitter (L),"Perfect te combineren met een blouse of top voor een stijlvolle look, zowel casual als chic. Leuk te combineren met onze blouse met luipaardprint en ruches.",in stock,new,39.95 EUR,32.00 EUR,https://www.lou-marie.be/nl/shop/zwart-short-tweed-glitter-11?attribute_values=3,https://www.lou-marie.be/web/image/product.product/61/image_1920?unique=3ab93a4,,Lou-Marie,11,Apparel & Accessories > Clothing > Shorts,"Broeken, shorts en rokken",zwart,L,female,adult,tweed,luipaardprint,ads,25 tot 40,"Broeken, shorts en rokken",aanbieding,
19,Zwarte blouse satijnlook met kant (M),"Deze verfijnde zwarte blouse straalt elegantie en vrouwelijkheid uit door het gebruik van rijke kanten details die langs de V-hals en het midden van de blouse lopen. Gemaakt van een zachte, licht glanzende stof, biedt deze blouse een comfortabele pasvorm en een luxe uitstraling. De lange mouwen voegen een klassiek element toe, terwijl de contrasterende structuur van kant en stof zorgt voor een stijlvolle en moderne look.",in stock,new,39.95 EUR,28.00 EUR,https://www.lou-marie.be/nl/shop/zwarte-blouse-satijnlook-met-kant-10?attribute_values=2,https://www.lou-marie.be/web/image/product.product/19/image_1920?unique=ae5815e,,Lou-Marie,10,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,zwart,M,female,adult,kant,,,25 tot 40,Blouses en tops,aanbieding,
20,Zwarte blouse satijnlook met kant (L),"Deze verfijnde zwarte blouse straalt elegantie en vrouwelijkheid uit door het gebruik van rijke kanten details die langs de V-hals en het midden van de blouse lopen. Gemaakt van een zachte, licht glanzende stof, biedt deze blouse een comfortabele pasvorm en een luxe uitstraling. De lange mouwen voegen een klassiek element toe, terwijl de contrasterende structuur van kant en stof zorgt voor een stijlvolle en moderne look.",in stock,new,39.95 EUR,28.00 EUR,https://www.lou-marie.be/nl/shop/zwarte-blouse-satijnlook-met-kant-10?attribute_values=3,https://www.lou-marie.be/web/image/product.product/20/image_1920?unique=ae5815e,,Lou-Marie,10,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,zwart,L,female,adult,kant,,,25 tot 40,Blouses en tops,aanbieding,
68,Zwarte glittertrui wijde mouwen,Zwarte gebreide glittertrui met brede vlindermouwen en een vleugelpatroon met strass op de schouder. Een ware eyecatcher.,in stock,new,39.95 EUR,28.00 EUR,https://www.lou-marie.be/nl/shop/zwarte-glittertrui-wijde-mouwen-34?attribute_values=9,https://www.lou-marie.be/web/image/product.product/68/image_1920?unique=de73200,"https://www.lou-marie.be/web/image/product.image/221/image_1920?unique=c20a25c,https://www.lou-marie.be/web/image/product.image/222/image_1920?unique=c20a25c",Lou-Marie,,Apparel & Accessories > Clothing > Shirts & Tops,Truien en vesten,zwart,one size,female,adult,gebreid,,,25 tot 40,Truien en vesten,aanbieding,
107,Zwarte pantalon hoge taille (S),"Elegante zwarte high-waisted broek met een rechte pasvorm. Voorzien van riemlussen, twee goudkleurige knopen aan de voorkant en een handige ritssluiting. Functionele voorzakken en stijlvolle nepzakken achter. Een classy en chique must-have voor elke garderobe!",in stock,new,32.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/zwarte-pantalon-hoge-taille-51?attribute_values=1,https://www.lou-marie.be/web/image/product.product/107/image_1920?unique=f11150e,"https://www.lou-marie.be/web/image/product.image/34/image_1920?unique=26ab774,https://www.lou-marie.be/web/image/product.image/35/image_1920?unique=26ab774,https://www.lou-marie.be/web/image/product.image/36/image_1920?unique=26ab774,https://www.lou-marie.be/web/image/product.image/37/image_1920?unique=26ab774",Lou-Marie,51,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",zwart,S,female,adult,,,,tot 25,"Broeken, shorts en rokken",aanbieding,
108,Zwarte pantalon hoge taille (L),"Elegante zwarte high-waisted broek met een rechte pasvorm. Voorzien van riemlussen, twee goudkleurige knopen aan de voorkant en een handige ritssluiting. Functionele voorzakken en stijlvolle nepzakken achter. Een classy en chique must-have voor elke garderobe!",in stock,new,32.95 EUR,15.00 EUR,https://www.lou-marie.be/nl/shop/zwarte-pantalon-hoge-taille-51?attribute_values=3,https://www.lou-marie.be/web/image/product.product/108/image_1920?unique=f11150e,"https://www.lou-marie.be/web/image/product.image/34/image_1920?unique=26ab774,https://www.lou-marie.be/web/image/product.image/35/image_1920?unique=26ab774,https://www.lou-marie.be/web/image/product.image/36/image_1920?unique=26ab774,https://www.lou-marie.be/web/image/product.image/37/image_1920?unique=26ab774",Lou-Marie,51,Apparel & Accessories > Clothing > Pants,"Broeken, shorts en rokken",zwart,L,female,adult,,,,tot 25,"Broeken, shorts en rokken",aanbieding,
31,Zwarte top kant (S),"Dit verfijnde T-shirt is gemaakt van semi-transparante zwarte kant, perfect voor een chique en stijlvolle uitstraling. Met lange mouwen en een ronde hals biedt dit kledingstuk veelzijdigheid: draag het als een subtiele top of als een elegante onderlaag bij een jurk. Een must-have voor een tijdloze garderobe.",in stock,new,34.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/zwarte-top-kant-17?attribute_values=1,https://www.lou-marie.be/web/image/product.product/31/image_1920?unique=f0ca464,https://www.lou-marie.be/web/image/product.image/215/image_1920?unique=334247e,Lou-Marie,17,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,zwart,S,female,adult,kant,,,25 tot 40,Blouses en tops,aanbieding,
32,Zwarte top kant (M),"Dit verfijnde T-shirt is gemaakt van semi-transparante zwarte kant, perfect voor een chique en stijlvolle uitstraling. Met lange mouwen en een ronde hals biedt dit kledingstuk veelzijdigheid: draag het als een subtiele top of als een elegante onderlaag bij een jurk. Een must-have voor een tijdloze garderobe.",in stock,new,34.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/zwarte-top-kant-17?attribute_values=2,https://www.lou-marie.be/web/image/product.product/32/image_1920?unique=f0ca464,https://www.lou-marie.be/web/image/product.image/215/image_1920?unique=334247e,Lou-Marie,17,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,zwart,M,female,adult,kant,,,25 tot 40,Blouses en tops,aanbieding,
33,Zwarte top kant (L),"Dit verfijnde T-shirt is gemaakt van semi-transparante zwarte kant, perfect voor een chique en stijlvolle uitstraling. Met lange mouwen en een ronde hals biedt dit kledingstuk veelzijdigheid: draag het als een subtiele top of als een elegante onderlaag bij een jurk. Een must-have voor een tijdloze garderobe.",in stock,new,34.95 EUR,25.00 EUR,https://www.lou-marie.be/nl/shop/zwarte-top-kant-17?attribute_values=3,https://www.lou-marie.be/web/image/product.product/33/image_1920?unique=f0ca464,https://www.lou-marie.be/web/image/product.image/215/image_1920?unique=334247e,Lou-Marie,17,Apparel & Accessories > Clothing > Shirts & Tops,Blouses en tops,zwart,L,female,adult,kant,,,25 tot 40,Blouses en tops,aanbieding,
